unique_id,unique_reserve,protection_status,depth,visibility,relief_mean,biotic_reef,,,,,,,,,,,
FP_2016_CO_01_RGr_018,Corals Rosario and San Bernardo,closed,19.7,5,1.1538,0,,,,,,,,,,,
FP_2016_CO_01_RGr_041,Corals Rosario and San Bernardo,closed,20,7,3.2667,92,,,,,,,,,,,
FP_2016_CO_01_RGr_024,Corals Rosario and San Bernardo,closed,20.3,5,4.2,0,,,,,,,,,,,
FP_2016_CO_01_RGr_008,Corals Rosario and San Bernardo,closed,20.6,7,3,100,,,,,,,,,,,
FP_2016_CO_01_RGr_016,Corals Rosario and San Bernardo,closed,20.6,9,3.4211,63,,,,,,,,,,,
FP_2016_CO_01_RTe_043,Corals Rosario and San Bernardo,closed,21.8,7,0,0,,,,,,,,,,,
FP_2016_CO_01_RGr_011,Corals Rosario and San Bernardo,closed,22.4,7,3.7143,100,,,,,,,,,,,
FP_2016_CO_01_RTe_025,Corals Rosario and San Bernardo,closed,23,7,1.6842,12,,,,,,,,,,,
FP_2016_CO_01_RGr_039,Corals Rosario and San Bernardo,closed,23.1,7,1.6,25,,,,,,,,,,,
FP_2016_CO_01_RTe_001,Corals Rosario and San Bernardo,closed,24.9,7,2.4211,0,,,,,,,,,,,
FP_2016_CO_01_RTe_021,Corals Rosario and San Bernardo,closed,25.5,9,3.4211,0,,,,,,,,,,,
FP_2016_CO_01_RTe_022,Corals Rosario and San Bernardo,closed,27.5,9,4.1429,0,,,,,,,,,,,
FP_2016_CO_01_RGr_005,Corals Rosario and San Bernardo,closed,28.7,7,1.0588,0,,,,,,,,,,,
FP_2016_CO_01_RTe_028,Corals Rosario and San Bernardo,closed,30.6,7,4,0,,,,,,,,,,,
FP_2016_CO_01_RGr_028,Corals Rosario and San Bernardo,closed,34,7,3.875,20,,,,,,,,,,,
FP_2016_CO_01_BMa_027,Corals Rosario and San Bernardo,open,8,5,0.2,0,,,,,,,,,,,
FP_2016_CO_01_BMa_031,Corals Rosario and San Bernardo,open,8,5,0.3636,10,,,,,,,,,,,
FP_2016_CO_01_BMa_050,Corals Rosario and San Bernardo,open,8,7,2.8,90,,,,,,,,,,,
FP_2016_CO_01_BTi_008,Corals Rosario and San Bernardo,open,8,7,0.8235,0,,,,,,,,,,,
FP_2016_CO_01_BTi_034,Corals Rosario and San Bernardo,open,8,7,2.6,35,,,,,,,,,,,
FP_2016_CO_01_BMa_014,Corals Rosario and San Bernardo,open,8.2,9,2.2667,53,,,,,,,,,,,
FP_2016_CO_01_BMa_048,Corals Rosario and San Bernardo,open,8.2,9,2.8333,100,,,,,,,,,,,
FP_2016_CO_01_BTi_005,Corals Rosario and San Bernardo,open,8.2,5,2.4286,38,,,,,,,,,,,
FP_2016_CO_01_BTi_040,Corals Rosario and San Bernardo,open,8.2,5,0,0,,,,,,,,,,,
FP_2016_CO_01_BMa_010,Corals Rosario and San Bernardo,open,8.4,5,0,0,,,,,,,,,,,
FP_2016_CO_01_BTi_036,Corals Rosario and San Bernardo,open,8.4,5,0,0,,,,,,,,,,,
FP_2016_CO_01_BMa_012,Corals Rosario and San Bernardo,open,8.5,5,0,0,,,,,,,,,,,
FP_2016_CO_01_BMa_020,Corals Rosario and San Bernardo,open,8.6,7,0.7857,0,,,,,,,,,,,
FP_2016_CO_01_BMa_045,Corals Rosario and San Bernardo,open,8.6,9,3.5385,100,,,,,,,,,,,
FP_2016_CO_01_BMa_016,Corals Rosario and San Bernardo,open,8.7,5,0,0,,,,,,,,,,,
FP_2016_CO_01_BMa_049,Corals Rosario and San Bernardo,open,8.7,7,2.0556,74,,,,,,,,,,,
FP_2016_CO_01_BTi_050,Corals Rosario and San Bernardo,open,8.7,5,1.9091,99,,,,,,,,,,,
FP_2016_CO_01_BMa_035,Corals Rosario and San Bernardo,open,8.8,5,0.3333,0,,,,,,,,,,,
FP_2016_CO_01_BTi_043,Corals Rosario and San Bernardo,open,8.8,7,2.4,91,,,,,,,,,,,
FP_2016_CO_01_BMa_046,Corals Rosario and San Bernardo,open,8.9,7,2.9444,37,,,,,,,,,,,
FP_2016_CO_01_BTi_028,Corals Rosario and San Bernardo,open,8.9,5,0.7,0,,,,,,,,,,,
FP_2016_CO_01_BMa_008,Corals Rosario and San Bernardo,open,9,NA,NA,NA,,,,,,,,,,,
FP_2016_CO_01_BMa_009,Corals Rosario and San Bernardo,open,9,5,1.4,35,,,,,,,,,,,
FP_2016_CO_01_BTi_045,Corals Rosario and San Bernardo,open,9,5,0,0,,,,,,,,,,,
FP_2016_CO_01_BMa_039,Corals Rosario and San Bernardo,open,9.1,7,1.6471,58,,,,,,,,,,,
FP_2016_CO_01_BMa_007,Corals Rosario and San Bernardo,open,9.2,5,1.0714,30,,,,,,,,,,,
FP_2016_CO_01_BMa_021,Corals Rosario and San Bernardo,open,9.2,5,2.3333,76,,,,,,,,,,,
FP_2016_CO_01_BMa_029,Corals Rosario and San Bernardo,open,9.2,7,2.9444,70,,,,,,,,,,,
FP_2016_CO_01_BTi_039,Corals Rosario and San Bernardo,open,9.2,NA,NA,NA,,,,,,,,,,,
FP_2016_CO_01_BMa_025,Corals Rosario and San Bernardo,open,9.3,9,1.8667,60,,,,,,,,,,,
FP_2016_CO_01_BTi_006,Corals Rosario and San Bernardo,open,9.3,5,0.1429,0,,,,,,,,,,,
FP_2016_CO_01_BTi_027,Corals Rosario and San Bernardo,open,9.4,5,1.1538,0,,,,,,,,,,,
FP_2016_CO_01_BMa_015,Corals Rosario and San Bernardo,open,9.5,5,1.6667,20,,,,,,,,,,,
FP_2016_CO_01_BMa_030,Corals Rosario and San Bernardo,open,9.5,9,2.4167,99,,,,,,,,,,,
FP_2016_CO_01_BMa_038,Corals Rosario and San Bernardo,open,9.5,7,3.1538,100,,,,,,,,,,,
FP_2016_CO_01_BTi_007,Corals Rosario and San Bernardo,open,9.5,7,2.4118,92,,,,,,,,,,,
FP_2016_CO_01_BMa_047,Corals Rosario and San Bernardo,open,9.6,9,2,33,,,,,,,,,,,
FP_2016_CO_01_BTi_031,Corals Rosario and San Bernardo,open,9.6,7,2.9333,53,,,,,,,,,,,
FP_2016_CO_01_BTi_037,Corals Rosario and San Bernardo,open,9.6,NA,NA,0,,,,,,,,,,,
FP_2016_CO_01_BTi_049,Corals Rosario and San Bernardo,open,9.6,5,2.2143,41,,,,,,,,,,,
FP_2016_CO_01_BMa_006,Corals Rosario and San Bernardo,open,9.9,5,0.7692,0,,,,,,,,,,,
FP_2016_CO_01_BTi_002,Corals Rosario and San Bernardo,open,10.2,7,2.7895,75,,,,,,,,,,,
FP_2016_CO_01_BTi_010,Corals Rosario and San Bernardo,open,10.2,9,2.7,75,,,,,,,,,,,
FP_2016_CO_01_BMa_013,Corals Rosario and San Bernardo,open,10.3,5,1.25,37,,,,,,,,,,,
FP_2016_CO_01_BMa_022,Corals Rosario and San Bernardo,open,10.3,7,1.6,8,,,,,,,,,,,
FP_2016_CO_01_BMa_033,Corals Rosario and San Bernardo,open,10.3,7,1.5333,20,,,,,,,,,,,
FP_2016_CO_01_BTi_044,Corals Rosario and San Bernardo,open,10.3,3,3.1,78,,,,,,,,,,,
FP_2016_CO_01_BTi_024,Corals Rosario and San Bernardo,open,10.4,7,1.4375,14,,,,,,,,,,,
FP_2016_CO_01_BMa_011,Corals Rosario and San Bernardo,open,10.5,9,1.875,0,,,,,,,,,,,
FP_2016_CO_01_BMa_017,Corals Rosario and San Bernardo,open,10.5,5,0,0,,,,,,,,,,,
FP_2016_CO_01_BMa_037,Corals Rosario and San Bernardo,open,10.6,5,1.0667,5,,,,,,,,,,,
FP_2016_CO_01_BTi_035,Corals Rosario and San Bernardo,open,10.6,7,1.6667,36,,,,,,,,,,,
FP_2016_CO_01_BMa_023,Corals Rosario and San Bernardo,open,10.8,7,1.8667,9,,,,,,,,,,,
FP_2016_CO_01_BMa_024,Corals Rosario and San Bernardo,open,10.8,9,2.2667,84,,,,,,,,,,,
FP_2016_CO_01_BMa_043,Corals Rosario and San Bernardo,open,10.8,7,2.85,55,,,,,,,,,,,
FP_2016_CO_01_BMa_005,Corals Rosario and San Bernardo,open,10.9,9,0,0,,,,,,,,,,,
FP_2016_CO_01_BTi_046,Corals Rosario and San Bernardo,open,11,5,0,0,,,,,,,,,,,
FP_2016_CO_01_BMa_026,Corals Rosario and San Bernardo,open,11.1,5,1.0625,41,,,,,,,,,,,
FP_2016_CO_01_BTi_041,Corals Rosario and San Bernardo,open,11.3,7,1.6,30,,,,,,,,,,,
FP_2016_CO_01_BTi_001,Corals Rosario and San Bernardo,open,11.4,7,2.5,42,,,,,,,,,,,
FP_2016_CO_01_BTi_033,Corals Rosario and San Bernardo,open,11.5,5,0,0,,,,,,,,,,,
FP_2016_CO_01_BTi_032,Corals Rosario and San Bernardo,open,11.7,7,2.5333,79,,,,,,,,,,,
FP_2016_CO_01_BMa_028,Corals Rosario and San Bernardo,open,11.9,5,1.4,0,,,,,,,,,,,
FP_2016_CO_01_BTi_038,Corals Rosario and San Bernardo,open,12.1,5,0.875,0,,,,,,,,,,,
FP_2016_CO_01_BTi_029,Corals Rosario and San Bernardo,open,12.2,5,0.75,0,,,,,,,,,,,
FP_2016_CO_01_BTi_047,Corals Rosario and San Bernardo,open,12.2,NA,NA,NA,,,,,,,,,,,
FP_2016_CO_01_BMa_032,Corals Rosario and San Bernardo,open,12.3,7,1.9286,90,,,,,,,,,,,
FP_2016_CO_01_BTi_030,Corals Rosario and San Bernardo,open,12.3,7,1.4667,30,,,,,,,,,,,
FP_2016_CO_01_BTi_023,Corals Rosario and San Bernardo,open,12.5,NA,NA,NA,,,,,,,,,,,
FP_2016_CO_01_BTi_026,Corals Rosario and San Bernardo,open,12.5,NA,NA,NA,,,,,,,,,,,
FP_2016_CO_01_BMa_019,Corals Rosario and San Bernardo,open,12.7,7,2.75,91,,,,,,,,,,,
FP_2016_CO_01_BMa_040,Corals Rosario and San Bernardo,open,12.7,9,0,0,,,,,,,,,,,
FP_2016_CO_01_BTi_013,Corals Rosario and San Bernardo,open,12.7,5,0,0,,,,,,,,,,,
FP_2016_CO_01_BMa_018,Corals Rosario and San Bernardo,open,12.9,7,0.9444,0,,,,,,,,,,,
FP_2016_CO_01_BTi_003,Corals Rosario and San Bernardo,open,13.6,7,2.1579,86,,,,,,,,,,,
FP_2016_CO_01_BMa_002,Corals Rosario and San Bernardo,open,13.7,5,1,58,,,,,,,,,,,
FP_2016_CO_01_BTi_048,Corals Rosario and San Bernardo,open,13.7,7,2.65,78,,,,,,,,,,,
FP_2016_CO_01_BMa_001,Corals Rosario and San Bernardo,open,13.8,5,1.05,20,,,,,,,,,,,
FP_2016_CO_01_BMa_034,Corals Rosario and San Bernardo,open,13.8,7,1.1333,53,,,,,,,,,,,
FP_2016_CO_01_BMa_042,Corals Rosario and San Bernardo,open,14.3,7,3.7647,73,,,,,,,,,,,
FP_2016_CO_01_BTi_017,Corals Rosario and San Bernardo,open,14.4,9,2.4737,33,,,,,,,,,,,
FP_2016_CO_01_BTi_009,Corals Rosario and San Bernardo,open,15.1,7,1.2667,0,,,,,,,,,,,
FP_2016_CO_01_BMa_044,Corals Rosario and San Bernardo,open,15.3,7,4.1765,100,,,,,,,,,,,
FP_2016_CO_01_BTi_042,Corals Rosario and San Bernardo,open,15.4,7,2.4,61,,,,,,,,,,,
FP_2016_CO_01_BTi_021,Corals Rosario and San Bernardo,open,15.8,NA,NA,NA,,,,,,,,,,,
FP_2016_CO_01_BTi_018,Corals Rosario and San Bernardo,open,16.1,7,3.0526,60,,,,,,,,,,,
FP_2016_CO_01_BTi_004,Corals Rosario and San Bernardo,open,16.8,7,2.2,16,,,,,,,,,,,
FP_2016_CO_01_BTi_014,Corals Rosario and San Bernardo,open,17,NA,NA,NA,,,,,,,,,,,
FP_2016_CO_01_BMa_003,Corals Rosario and San Bernardo,open,17.3,5,1.2778,0,,,,,,,,,,,
FP_2016_CO_01_BTi_015,Corals Rosario and San Bernardo,open,17.3,5,2.2143,61,,,,,,,,,,,
FP_2016_CO_01_BMa_041,Corals Rosario and San Bernardo,open,17.5,7,0.5,0,,,,,,,,,,,
FP_2016_CO_01_BMa_036,Corals Rosario and San Bernardo,open,17.6,5,1.9333,44,,,,,,,,,,,
FP_2016_CO_01_BTi_022,Corals Rosario and San Bernardo,open,18.1,5,1.7692,22,,,,,,,,,,,
FP_2016_CO_01_BTi_019,Corals Rosario and San Bernardo,open,18.4,7,4.1579,100,,,,,,,,,,,
FP_2016_CO_01_BMa_004,Corals Rosario and San Bernardo,open,18.8,5,3,0,,,,,,,,,,,
FP_2016_CO_01_BTi_011,Corals Rosario and San Bernardo,open,21,7,1.75,0,,,,,,,,,,,
FP_2016_CO_01_BTi_012,Corals Rosario and San Bernardo,open,21,7,1.5,0,,,,,,,,,,,
FP_2016_CO_01_BTi_025,Corals Rosario and San Bernardo,open,21,5,1.1333,0,,,,,,,,,,,
FP_2016_CO_01_BTi_020,Corals Rosario and San Bernardo,open,22.1,7,2.9,50,,,,,,,,,,,
FP_2016_CO_01_BTi_016,Corals Rosario and San Bernardo,open,29.2,7,2.1667,18,,,,,,,,,,,
FP_2016_DC_01_CWMPA_005,Curacao,closed,5,10,1,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_038,Curacao,closed,5,10,NA,NA,,,,,,,,,,,
FP_2016_DC_01_CWMPA_004,Curacao,closed,6,10,1,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_006,Curacao,closed,6,9,0.4,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_014,Curacao,closed,6,10,0,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_015,Curacao,closed,6,9,0,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_016,Curacao,closed,6,9,3.6111,85,,,,,,,,,,,
FP_2016_DC_01_CWMPA_007,Curacao,closed,8,9,0,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_017,Curacao,closed,8,10,2.2632,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_018,Curacao,closed,8,9,3.6667,18,,,,,,,,,,,
FP_2016_DC_01_CWMPA_019,Curacao,closed,8,1,1.6,5,,,,,,,,,,,
FP_2016_DC_01_CWMPA_020,Curacao,closed,8,9,2.45,23,,,,,,,,,,,
FP_2016_DC_01_CWMPA_008,Curacao,closed,9,9,1,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_001,Curacao,closed,11,9,0,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_002,Curacao,closed,11,9,0,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_036,Curacao,closed,11,10,3.3529,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_037,Curacao,closed,11,9,0.9333,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_003,Curacao,closed,12,10,1,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_030,Curacao,closed,15.5,9,3.625,14,,,,,,,,,,,
FP_2016_DC_01_CWMPA_026,Curacao,closed,16.1,9,2.6667,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_012,Curacao,closed,43,10,0,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_009,Curacao,closed,45,9,0,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_010,Curacao,closed,45,10,2,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_011,Curacao,closed,45,10,1,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_013,Curacao,closed,45,10,0,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_028,Curacao,closed,45,10,2.4167,36,,,,,,,,,,,
FP_2016_DC_01_CWMPA_032,Curacao,closed,45,9,3.1429,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_034,Curacao,closed,45,9,2.8333,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_029,Curacao,closed,46,9,1.4,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_031,Curacao,closed,46,9,1.9,28,,,,,,,,,,,
FP_2016_DC_01_CWMPA_033,Curacao,closed,46,10,2.1,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_035,Curacao,closed,46,9,1.65,20,,,,,,,,,,,
FP_2016_DC_01_CWMPA_021,Curacao,closed,48,10,NA,NA,,,,,,,,,,,
FP_2016_DC_01_CWMPA_022,Curacao,closed,48,9,1.6875,80,,,,,,,,,,,
FP_2016_DC_01_CWMPA_025,Curacao,closed,48,10,2.2667,0,,,,,,,,,,,
FP_2016_DC_01_CWMPA_023,Curacao,closed,49,9,3.2667,60,,,,,,,,,,,
FP_2016_DC_01_CWMPA_027,Curacao,closed,49,10,1.2,100,,,,,,,,,,,
FP_2016_DC_01_CWMPA_024,Curacao,closed,50,9,1.7647,42,,,,,,,,,,,
FP_2016_DC_01_CWE_004,Curacao,open,8,10,NA,NA,,,,,,,,,,,
FP_2016_DC_01_CWW_041,Curacao,open,8,9,1.4167,0,,,,,,,,,,,
FP_2016_DC_01_CWW_044,Curacao,open,8,10,3.1,28,,,,,,,,,,,
FP_2016_DC_01_CWW_046,Curacao,open,8,10,3.5,86,,,,,,,,,,,
FP_2016_DC_01_CWW_038,Curacao,open,9,3,2.75,10,,,,,,,,,,,
FP_2016_DC_01_CWW_016,Curacao,open,10,10,3.3333,93,,,,,,,,,,,
FP_2016_DC_01_CWW_039,Curacao,open,11,1,3.25,0,,,,,,,,,,,
FP_2016_DC_01_CWW_040,Curacao,open,11,10,3.4286,18,,,,,,,,,,,
FP_2016_DC_01_CWW_043,Curacao,open,11,10,4,100,,,,,,,,,,,
FP_2016_DC_01_CWW_045,Curacao,open,11,10,4.1667,8,,,,,,,,,,,
FP_2016_DC_01_CWE_001,Curacao,open,12,10,2.3333,100,,,,,,,,,,,
FP_2016_DC_01_CWW_012,Curacao,open,12,10,4.0588,31,,,,,,,,,,,
FP_2016_DC_01_CWW_015,Curacao,open,12,10,NA,NA,,,,,,,,,,,
FP_2016_DC_01_CWW_042,Curacao,open,12,10,4.6,27,,,,,,,,,,,
FP_2016_DC_01_CWW_001,Curacao,open,13,10,4,100,,,,,,,,,,,
FP_2016_DC_01_CWW_005,Curacao,open,13,9,3,54,,,,,,,,,,,
FP_2016_DC_01_CWW_052,Curacao,open,13,10,3.6875,64,,,,,,,,,,,
FP_2016_DC_01_CWW_053,Curacao,open,13,9,3.0625,0,,,,,,,,,,,
FP_2016_DC_01_CWW_054,Curacao,open,13,10,4,100,,,,,,,,,,,
FP_2016_DC_01_CWW_004,Curacao,open,14,10,3.3158,20,,,,,,,,,,,
FP_2016_DC_01_CWW_009,Curacao,open,14,10,1.6,100,,,,,,,,,,,
FP_2016_DC_01_CWW_002,Curacao,open,15,9,4,0,,,,,,,,,,,
FP_2016_DC_01_CWW_007,Curacao,open,15,9,3.7778,40,,,,,,,,,,,
FP_2016_DC_01_CWW_014,Curacao,open,15,9,2.2353,0,,,,,,,,,,,
FP_2016_DC_01_CWW_022,Curacao,open,15.8,9,2.4667,0,,,,,,,,,,,
FP_2016_DC_01_CWW_029,Curacao,open,15.8,10,3.4,0,,,,,,,,,,,
FP_2016_DC_01_CWW_006,Curacao,open,16,10,2.8,33,,,,,,,,,,,
FP_2016_DC_01_CWW_030,Curacao,open,16.1,9,3.1667,0,,,,,,,,,,,
FP_2016_DC_01_CWW_031,Curacao,open,16.1,9,3,0,,,,,,,,,,,
FP_2016_DC_01_CWW_017,Curacao,open,16.7,9,2,90,,,,,,,,,,,
FP_2016_DC_01_CWW_018,Curacao,open,16.7,9,0.6667,0,,,,,,,,,,,
FP_2016_DC_01_CWW_021,Curacao,open,16.7,9,0.8,0,,,,,,,,,,,
FP_2016_DC_01_CWW_011,Curacao,open,17,10,4.2308,100,,,,,,,,,,,
FP_2016_DC_01_CWW_003,Curacao,open,18,10,3.5,99,,,,,,,,,,,
FP_2016_DC_01_CWW_008,Curacao,open,18,9,3.5,33,,,,,,,,,,,
FP_2016_DC_01_CWW_013,Curacao,open,18,10,3,95,,,,,,,,,,,
FP_2016_DC_01_CWW_010,Curacao,open,20,10,2.8,50,,,,,,,,,,,
FP_2016_DC_01_CWE_009,Curacao,open,43,10,3.2,100,,,,,,,,,,,
FP_2016_DC_01_CWW_050,Curacao,open,43,9,1.8182,72,,,,,,,,,,,
FP_2016_DC_01_CWE_003,Curacao,open,45,10,1,100,,,,,,,,,,,
FP_2016_DC_01_CWE_005,Curacao,open,45,10,2,100,,,,,,,,,,,
FP_2016_DC_01_CWE_006,Curacao,open,45,10,1.25,100,,,,,,,,,,,
FP_2016_DC_01_CWE_007,Curacao,open,45,10,3.6,92,,,,,,,,,,,
FP_2016_DC_01_CWE_008,Curacao,open,45,10,3.6,99,,,,,,,,,,,
FP_2016_DC_01_CWE_010,Curacao,open,45,10,2.5,100,,,,,,,,,,,
FP_2016_DC_01_CWE_011,Curacao,open,45,10,3.6111,99,,,,,,,,,,,
FP_2016_DC_01_CWE_014,Curacao,open,45,10,4.4,100,,,,,,,,,,,
FP_2016_DC_01_CWW_019,Curacao,open,45,9,2.5294,30,,,,,,,,,,,
FP_2016_DC_01_CWW_020,Curacao,open,45,9,2.9,0,,,,,,,,,,,
FP_2016_DC_01_CWW_024,Curacao,open,45,9,2.3333,0,,,,,,,,,,,
FP_2016_DC_01_CWW_027,Curacao,open,45,9,0.4,0,,,,,,,,,,,
FP_2016_DC_01_CWW_032,Curacao,open,45,9,3,35,,,,,,,,,,,
FP_2016_DC_01_CWE_012,Curacao,open,46,10,2.125,100,,,,,,,,,,,
FP_2016_DC_01_CWE_015,Curacao,open,46,10,2,100,,,,,,,,,,,
FP_2016_DC_01_CWE_018,Curacao,open,46,10,2.2857,72,,,,,,,,,,,
FP_2016_DC_01_CWE_019,Curacao,open,46,10,3.2222,33,,,,,,,,,,,
FP_2016_DC_01_CWW_023,Curacao,open,47,9,1.1667,10,,,,,,,,,,,
FP_2016_DC_01_CWW_026,Curacao,open,47,9,2.35,0,,,,,,,,,,,
FP_2016_DC_01_CWE_002,Curacao,open,48,10,2.7857,100,,,,,,,,,,,
FP_2016_DC_01_CWE_013,Curacao,open,48,10,3.25,100,,,,,,,,,,,
FP_2016_DC_01_CWE_016,Curacao,open,48,9,3.1538,100,,,,,,,,,,,
FP_2016_DC_01_CWW_028,Curacao,open,48,9,1.9375,0,,,,,,,,,,,
FP_2016_DC_01_CWW_036,Curacao,open,48,10,4.3,25,,,,,,,,,,,
FP_2016_DC_01_CWW_037,Curacao,open,48,10,0,0,,,,,,,,,,,
FP_2016_DC_01_CWW_047,Curacao,open,48,9,1.5,0,,,,,,,,,,,
FP_2016_DC_01_CWW_048,Curacao,open,48,10,2.8,100,,,,,,,,,,,
FP_2016_DC_01_CWW_051,Curacao,open,48,9,2.8333,20,,,,,,,,,,,
FP_2016_DC_01_CWW_033,Curacao,open,49,9,2.9091,0,,,,,,,,,,,
FP_2016_DC_01_CWE_017,Curacao,open,50,10,2.4,100,,,,,,,,,,,
FP_2016_DC_01_CWW_025,Curacao,open,50,9,1.4667,0,,,,,,,,,,,
FP_2016_DC_01_CWW_034,Curacao,open,50,10,NA,NA,,,,,,,,,,,
FP_2016_DC_01_CWW_035,Curacao,open,50,7,1.8889,29,,,,,,,,,,,
FP_2016_DC_01_CWW_049,Curacao,open,50,9,2.1667,0,,,,,,,,,,,
L_2015_DC_01_SXDR_001,Dutch Reserve,closed,13,10,NA,NA,,,,,,,,,,,
L_2015_DC_01_SXDR_032,Dutch Reserve,closed,13,10,3.5,100,,,,,,,,,,,
L_2015_DC_01_SXDR_003,Dutch Reserve,closed,15,10,2.3,0,,,,,,,,,,,
L_2015_DC_01_SXDR_019,Dutch Reserve,closed,15,9,2.5385,80,,,,,,,,,,,
L_2015_DC_01_SXDR_042,Dutch Reserve,closed,15,9,2.2222,100,,,,,,,,,,,
L_2015_DC_01_SXDR_007,Dutch Reserve,closed,16,10,1.9,0,,,,,,,,,,,
L_2015_DC_01_SXDR_036,Dutch Reserve,closed,17,9,1,0,,,,,,,,,,,
L_2015_DC_01_SXDR_038,Dutch Reserve,closed,17,9,1.4,0,,,,,,,,,,,
L_2015_DC_01_SXDR_043,Dutch Reserve,closed,17,9,0.4,0,,,,,,,,,,,
L_2015_DC_01_SXDR_028,Dutch Reserve,closed,20,10,2,79,,,,,,,,,,,
L_2015_DC_01_SXDR_039,Dutch Reserve,closed,20,9,1.4,0,,,,,,,,,,,
L_2015_DC_01_SXDR_015,Dutch Reserve,closed,21,10,0,0,,,,,,,,,,,
L_2015_DC_01_SXDR_013,Dutch Reserve,closed,23,10,1,0,,,,,,,,,,,
L_2015_DC_01_SXDR_002,Dutch Reserve,closed,24,10,0,0,,,,,,,,,,,
L_2015_DC_01_SXDR_024,Dutch Reserve,closed,24,10,2,0,,,,,,,,,,,
L_2015_DC_01_SXDR_014,Dutch Reserve,closed,25,10,2,0,,,,,,,,,,,
L_2015_DC_01_SXDR_030,Dutch Reserve,closed,25,10,2.1333,0,,,,,,,,,,,
L_2015_DC_01_SXDR_041,Dutch Reserve,closed,28,10,1.5,0,,,,,,,,,,,
L_2015_DC_01_SXDF_011,Dutch Reserve,open,3,9,1.9,80,,,,,,,,,,,
L_2015_DC_01_SXDF_029,Dutch Reserve,open,5,10,2,0,,,,,,,,,,,
L_2015_DC_01_SXDF_013,Dutch Reserve,open,7,10,2,0,,,,,,,,,,,
L_2015_DC_01_SXDF_006,Dutch Reserve,open,8,9,2.3889,33,,,,,,,,,,,
L_2015_DC_01_SXDF_007,Dutch Reserve,open,10,9,1,0,,,,,,,,,,,
L_2015_DC_01_SXDF_009,Dutch Reserve,open,10,7,2,0,,,,,,,,,,,
L_2015_DC_01_SXDF_033,Dutch Reserve,open,10,7,2.5,0,,,,,,,,,,,
L_2015_DC_01_SXDF_034,Dutch Reserve,open,10,10,1.5,0,,,,,,,,,,,
L_2015_DC_01_SXDF_003,Dutch Reserve,open,11,10,3.3,60,,,,,,,,,,,
L_2015_DC_01_SXDF_039,Dutch Reserve,open,11,5,NA,NA,,,,,,,,,,,
L_2015_DC_01_SXDF_002,Dutch Reserve,open,12,7,2,0,,,,,,,,,,,
L_2015_DC_01_SXDF_023,Dutch Reserve,open,12,10,1.5,0,,,,,,,,,,,
L_2015_DC_01_SXDF_038,Dutch Reserve,open,12,7,0,0,,,,,,,,,,,
L_2015_DC_01_SXDF_054,Dutch Reserve,open,12,9,2,0,,,,,,,,,,,
L_2015_DC_01_SXDF_027,Dutch Reserve,open,13,7,2,0,,,,,,,,,,,
L_2015_DC_01_SXDF_030,Dutch Reserve,open,13,10,2,0,,,,,,,,,,,
L_2015_DC_01_SXDF_036,Dutch Reserve,open,13,7,2,0,,,,,,,,,,,
L_2015_DC_01_SXDF_042,Dutch Reserve,open,13,7,2,0,,,,,,,,,,,
L_2015_DC_01_SXDF_032,Dutch Reserve,open,14,9,0,0,,,,,,,,,,,
L_2015_DC_01_SXDF_046,Dutch Reserve,open,14,7,0,0,,,,,,,,,,,
L_2015_DC_01_SXDF_001,Dutch Reserve,open,15,9,2,0,,,,,,,,,,,
L_2015_DC_01_SXDF_004,Dutch Reserve,open,15,10,1.8,0,,,,,,,,,,,
L_2015_DC_01_SXDF_017,Dutch Reserve,open,15,9,0,0,,,,,,,,,,,
L_2015_DC_01_SXDF_021,Dutch Reserve,open,15,10,2,0,,,,,,,,,,,
L_2015_DC_01_SXDF_025,Dutch Reserve,open,15,9,1.7333,0,,,,,,,,,,,
L_2015_DC_01_SXDF_026,Dutch Reserve,open,15,9,2,0,,,,,,,,,,,
L_2015_DC_01_SXDF_040,Dutch Reserve,open,15,9,1.8,0,,,,,,,,,,,
L_2015_DC_01_SXDF_044,Dutch Reserve,open,15,9,0,0,,,,,,,,,,,
