unique_id,unique_reserve,protection_status,depth,visibility,relief_mean,biotic_reef,,,,,,,,,,,
FP_2017_LK_02_EPI_026,Pigeon Island,closed,8,9,2.4,10,,,,,,,,,,,
FP_2017_LK_02_EPI_028,Pigeon Island,closed,8.3,9,1.8462,7,,,,,,,,,,,
FP_2017_LK_02_EPI_003,Pigeon Island,closed,8.5,9,2.75,62,,,,,,,,,,,
FP_2017_LK_02_EPI_019,Pigeon Island,closed,8.5,9,2.6,50,,,,,,,,,,,
FP_2017_LK_02_EPI_036,Pigeon Island,closed,8.6,7,1.4545,18,,,,,,,,,,,
FP_2017_LK_02_EPI_050,Pigeon Island,closed,8.6,7,1,0,,,,,,,,,,,
FP_2017_LK_02_EPI_029,Pigeon Island,closed,8.8,10,1,0,,,,,,,,,,,
FP_2017_LK_02_EPI_046,Pigeon Island,closed,8.8,9,0,0,,,,,,,,,,,
FP_2017_LK_02_EPI_004,Pigeon Island,closed,9,7,1.2778,11,,,,,,,,,,,
FP_2017_LK_02_EPI_005,Pigeon Island,closed,9,7,2.3,0,,,,,,,,,,,
FP_2017_LK_02_EPI_008,Pigeon Island,closed,9.5,7,0,0,,,,,,,,,,,
FP_2017_LK_02_EPI_041,Pigeon Island,closed,9.5,7,1,0,,,,,,,,,,,
FP_2017_LK_02_EPI_012,Pigeon Island,closed,10,7,2.9,35,,,,,,,,,,,
FP_2017_LK_02_EPI_047,Pigeon Island,closed,10.2,7,2.1818,80,,,,,,,,,,,
FP_2017_LK_02_EPI_002,Pigeon Island,closed,11,10,0,0,,,,,,,,,,,
FP_2017_LK_02_EPI_030,Pigeon Island,closed,11,9,1,0,,,,,,,,,,,
FP_2017_LK_02_EPI_010,Pigeon Island,closed,11.2,9,1.0909,0,,,,,,,,,,,
FP_2017_LK_02_EPI_053,Pigeon Island,closed,11.2,7,0.9167,0,,,,,,,,,,,
FP_2017_LK_02_EPI_013,Pigeon Island,closed,11.5,9,0.9333,0,,,,,,,,,,,
FP_2017_LK_02_EPI_001,Pigeon Island,closed,11.8,10,1.2857,7,,,,,,,,,,,
FP_2017_LK_02_EPI_035,Pigeon Island,closed,12.8,9,0,0,,,,,,,,,,,
FP_2017_LK_02_EPI_006,Pigeon Island,closed,13,5,0,0,,,,,,,,,,,
FP_2017_LK_02_EPI_048,Pigeon Island,closed,14.2,5,0,0,,,,,,,,,,,
FP_2017_LK_02_EPI_027,Pigeon Island,closed,15,9,0,0,,,,,,,,,,,
FP_2017_LK_02_EPI_042,Pigeon Island,closed,15,7,0,0,,,,,,,,,,,
FP_2017_LK_02_ENV_035,Pigeon Island,open,4.2,10,2.3889,70,,,,,,,,,,,
FP_2017_LK_02_ENV_010,Pigeon Island,open,5,10,3.375,87,,,,,,,,,,,
FP_2017_LK_02_ENV_014,Pigeon Island,open,5.9,7,3.1053,26,,,,,,,,,,,
FP_2017_LK_02_ENV_001,Pigeon Island,open,6,7,2.125,10,,,,,,,,,,,
FP_2017_LK_02_ENV_022,Pigeon Island,open,6.2,7,3.4211,94,,,,,,,,,,,
FP_2017_LK_02_ENV_018,Pigeon Island,open,6.5,7,2,14,,,,,,,,,,,
FP_2017_LK_02_ENV_044,Pigeon Island,open,6.5,10,2.875,88,,,,,,,,,,,
FP_2017_LK_02_ENV_007,Pigeon Island,open,6.6,10,2.65,70,,,,,,,,,,,
FP_2017_LK_02_ENV_012,Pigeon Island,open,6.8,9,2,0,,,,,,,,,,,
FP_2017_LK_02_ENV_038,Pigeon Island,open,7,9,2.4706,66,,,,,,,,,,,
FP_2017_LK_02_ENV_047,Pigeon Island,open,7,9,2.7222,50,,,,,,,,,,,
FP_2017_LK_02_ENV_048,Pigeon Island,open,7.1,7,2,38,,,,,,,,,,,
FP_2017_LK_02_ENV_053,Pigeon Island,open,7.1,7,2,100,,,,,,,,,,,
FP_2017_LK_02_ENV_016,Pigeon Island,open,7.2,10,3.1176,81,,,,,,,,,,,
FP_2017_LK_02_ENV_003,Pigeon Island,open,7.3,9,2.4615,45,,,,,,,,,,,
FP_2017_LK_02_ENV_030,Pigeon Island,open,7.3,9,1.9286,71,,,,,,,,,,,
FP_2017_LK_02_ENV_049,Pigeon Island,open,7.3,7,2.6667,16,,,,,,,,,,,
FP_2017_LK_02_ENV_004,Pigeon Island,open,7.5,9,2.3333,71,,,,,,,,,,,
FP_2017_LK_02_ENV_037,Pigeon Island,open,7.6,10,2.6,77,,,,,,,,,,,
FP_2017_LK_02_ENV_013,Pigeon Island,open,7.9,10,2.3333,60,,,,,,,,,,,
FP_2017_LK_02_ENV_023,Pigeon Island,open,8.2,7,3.4,100,,,,,,,,,,,
FP_2017_LK_02_ENV_009,Pigeon Island,open,8.3,10,3,100,,,,,,,,,,,
FP_2017_LK_02_ENV_020,Pigeon Island,open,8.3,9,2.5,47,,,,,,,,,,,
FP_2017_LK_02_ENV_040,Pigeon Island,open,8.3,10,1.6471,31,,,,,,,,,,,
FP_2017_LK_02_ENV_006,Pigeon Island,open,8.6,10,2.75,61,,,,,,,,,,,
FP_2017_LK_02_ENV_028,Pigeon Island,open,8.6,9,2.6364,90,,,,,,,,,,,
FP_2017_LK_02_ENV_019,Pigeon Island,open,8.7,10,3.4,30,,,,,,,,,,,
FP_2017_LK_02_ENV_008,Pigeon Island,open,9,10,2.1818,10,,,,,,,,,,,
FP_2017_LK_02_ENV_021,Pigeon Island,open,9,7,1.1429,0,,,,,,,,,,,
FP_2017_LK_02_ENV_031,Pigeon Island,open,9,9,2.8,90,,,,,,,,,,,
FP_2017_LK_02_ENV_032,Pigeon Island,open,9,9,1.4737,15,,,,,,,,,,,
FP_2017_LK_02_ENV_034,Pigeon Island,open,9.1,10,0,0,,,,,,,,,,,
FP_2017_LK_02_ENV_041,Pigeon Island,open,9.1,9,1.4,33,,,,,,,,,,,
FP_2017_LK_02_ENV_052,Pigeon Island,open,9.2,5,1.0714,0,,,,,,,,,,,
FP_2017_LK_02_ENV_043,Pigeon Island,open,9.3,7,2.0714,12,,,,,,,,,,,
FP_2017_LK_02_ENV_045,Pigeon Island,open,9.3,9,2.4,92,,,,,,,,,,,
FP_2017_LK_02_ENV_026,Pigeon Island,open,9.5,9,1.9412,52,,,,,,,,,,,
FP_2017_LK_02_ENV_051,Pigeon Island,open,9.5,7,1.8667,21,,,,,,,,,,,
FP_2017_LK_02_ENV_050,Pigeon Island,open,9.8,9,2,33,,,,,,,,,,,
FP_2017_LK_02_ENV_002,Pigeon Island,open,10,10,0,0,,,,,,,,,,,
FP_2017_LK_02_ENV_015,Pigeon Island,open,10,7,0.85,5,,,,,,,,,,,
FP_2017_LK_02_ENV_029,Pigeon Island,open,10,7,2,20,,,,,,,,,,,
FP_2017_LK_02_ENV_042,Pigeon Island,open,10,7,1.5,0,,,,,,,,,,,
FP_2017_LK_02_ENV_017,Pigeon Island,open,10.1,10,2.3636,40,,,,,,,,,,,
FP_2017_LK_02_ENV_025,Pigeon Island,open,10.1,9,0,0,,,,,,,,,,,
FP_2017_LK_02_ENV_027,Pigeon Island,open,10.5,7,1.6,0,,,,,,,,,,,
FP_2017_LK_02_ENV_054,Pigeon Island,open,10.5,7,1.6,40,,,,,,,,,,,
FP_2017_LK_02_ENV_024,Pigeon Island,open,10.7,7,0,0,,,,,,,,,,,
FP_2017_LK_02_ENV_039,Pigeon Island,open,11,10,0,0,,,,,,,,,,,
FP_2017_LK_02_ENV_005,Pigeon Island,open,11.2,7,0.2,0,,,,,,,,,,,
FP_2017_LK_02_ENV_011,Pigeon Island,open,11.3,10,0.7,0,,,,,,,,,,,
FP_2017_LK_02_ENV_033,Pigeon Island,open,11.3,7,1.3,0,,,,,,,,,,,
FP_2017_LK_02_ENV_036,Pigeon Island,open,12,9,1.5333,0,,,,,,,,,,,
FP_2017_LK_02_ENV_046,Pigeon Island,open,12.7,5,0,0,,,,,,,,,,,
L_2012_DC_01_SBW_020,Saba,closed,3.44,10,0.65,0,,,,,,,,,,,
L_2012_DC_01_SBW_011,Saba,closed,3.54,9,1,0,,,,,,,,,,,
L_2012_DC_01_SBW_014,Saba,closed,3.6,9,0,0,,,,,,,,,,,
L_2012_DC_01_SBW_016,Saba,closed,3.63,9,0.1,0,,,,,,,,,,,
L_2012_DC_01_SBW_013,Saba,closed,3.72,9,0.6,0,,,,,,,,,,,
L_2012_DC_01_SBW_015,Saba,closed,3.96,10,3.6667,33,,,,,,,,,,,
L_2012_DC_01_SBW_018,Saba,closed,3.96,9,3.375,99,,,,,,,,,,,
L_2012_DC_01_SBW_019,Saba,closed,3.96,10,NA,NA,,,,,,,,,,,
L_2012_DC_01_SBW_012,Saba,closed,4.05,9,3.1667,50,,,,,,,,,,,
L_2012_DC_01_SBW_017,Saba,closed,4.11,10,3.6154,54,,,,,,,,,,,
L_2012_DC_01_SBW_022,Saba,closed,4.16,9,3.7895,0,,,,,,,,,,,
L_2012_DC_01_SBW_021,Saba,closed,4.62,9,1.9,0,,,,,,,,,,,
L_2012_DC_01_SBW_028,Saba,closed,13.67,NA,NA,NA,,,,,,,,,,,
L_2012_DC_01_SBW_045,Saba,closed,14.32,NA,NA,NA,,,,,,,,,,,
L_2012_DC_01_SBW_027,Saba,closed,15.15,NA,NA,NA,,,,,,,,,,,
L_2012_DC_01_SBW_030,Saba,closed,15.7,NA,NA,NA,,,,,,,,,,,
L_2012_DC_01_SBW_029,Saba,closed,15.79,NA,NA,NA,,,,,,,,,,,
L_2012_DC_01_SBW_032,Saba,closed,16.26,NA,NA,NA,,,,,,,,,,,
L_2012_DC_01_SBW_031,Saba,closed,16.63,NA,NA,NA,,,,,,,,,,,
L_2012_DC_01_SBW_033,Saba,closed,16.63,NA,NA,NA,,,,,,,,,,,
L_2012_DC_01_SBW_005,Saba,open,2.62,9,2.4,0,,,,,,,,,,,
L_2012_DC_01_SBE_021,Saba,open,2.96,9,3.9091,0,,,,,,,,,,,
L_2012_DC_01_SBE_006,Saba,open,3.23,9,3.6,28,,,,,,,,,,,
L_2012_DC_01_SBW_006,Saba,open,3.35,10,3.5,31,,,,,,,,,,,
L_2012_DC_01_SBW_024,Saba,open,3.42,9,3.2,100,,,,,,,,,,,
L_2012_DC_01_SBE_001,Saba,open,3.46,10,3.6842,23,,,,,,,,,,,
L_2012_DC_01_SBE_015,Saba,open,3.51,10,NA,NA,,,,,,,,,,,
L_2012_DC_01_SBW_010,Saba,open,3.51,10,3.0833,74,,,,,,,,,,,
L_2012_DC_01_SBW_023,Saba,open,3.51,9,4,0,,,,,,,,,,,
L_2012_DC_01_SBE_002,Saba,open,3.55,10,3.6429,20,,,,,,,,,,,
L_2012_DC_01_SBW_002,Saba,open,3.6,9,3.3571,74,,,,,,,,,,,
L_2012_DC_01_SBE_019,Saba,open,3.69,9,3,66,,,,,,,,,,,
L_2012_DC_01_SBW_004,Saba,open,3.69,9,0,0,,,,,,,,,,,
L_2012_DC_01_SBE_003,Saba,open,3.78,10,3.5294,50,,,,,,,,,,,
L_2012_DC_01_SBE_004,Saba,open,3.79,10,4,5,,,,,,,,,,,
L_2012_DC_01_SBE_011,Saba,open,3.79,10,3.5714,50,,,,,,,,,,,
L_2012_DC_01_SBE_014,Saba,open,3.79,9,3.85,15,,,,,,,,,,,
L_2012_DC_01_SBE_017,Saba,open,3.79,10,3.7,57,,,,,,,,,,,
L_2012_DC_01_SBW_001,Saba,open,3.79,9,2.3333,66,,,,,,,,,,,
L_2012_DC_01_SBE_016,Saba,open,3.88,9,3.1333,27,,,,,,,,,,,
L_2012_DC_01_SBE_020,Saba,open,3.88,9,3.65,23,,,,,,,,,,,
L_2012_DC_01_SBE_008,Saba,open,3.96,10,3.1667,99,,,,,,,,,,,
L_2012_DC_01_SBE_018,Saba,open,3.97,9,1.1,0,,,,,,,,,,,
L_2012_DC_01_SBE_010,Saba,open,4.06,9,0,0,,,,,,,,,,,
L_2012_DC_01_SBE_012,Saba,open,4.06,10,3.875,0,,,,,,,,,,,
L_2012_DC_01_SBE_013,Saba,open,4.06,10,3.4375,50,,,,,,,,,,,
L_2012_DC_01_SBW_008,Saba,open,4.16,9,0,0,,,,,,,,,,,
L_2012_DC_01_SBW_009,Saba,open,4.16,10,1,0,,,,,,,,,,,
L_2012_DC_01_SBE_007,Saba,open,4.33,9,3.3333,40,,,,,,,,,,,
L_2012_DC_01_SBW_007,Saba,open,4.34,10,3,33,,,,,,,,,,,
L_2012_DC_01_SBE_009,Saba,open,4.43,9,0,0,,,,,,,,,,,
L_2012_DC_01_SBW_003,Saba,open,4.74,10,3,88,,,,,,,,,,,
L_2012_DC_01_SBE_005,Saba,open,5.08,9,3.25,24,,,,,,,,,,,
L_2012_DC_01_SBE_032,Saba,open,10.16,9,1,0,,,,,,,,,,,
L_2012_DC_01_SBE_035,Saba,open,11.64,9,3.5556,49,,,,,,,,,,,
L_2012_DC_01_SBE_033,Saba,open,12.19,9,2,0,,,,,,,,,,,
L_2012_DC_01_SBE_043,Saba,open,12.75,10,1,0,,,,,,,,,,,
L_2012_DC_01_SBW_025,Saba,open,13.85,NA,NA,NA,,,,,,,,,,,
L_2012_DC_01_SBW_049,Saba,open,13.85,9,NA,NA,,,,,,,,,,,
L_2012_DC_01_SBW_047,Saba,open,14.04,9,1,0,,,,,,,,,,,
L_2012_DC_01_SBE_041,Saba,open,14.32,9,0,0,,,,,,,,,,,
L_2012_DC_01_SBE_042,Saba,open,14.32,9,0.5,0,,,,,,,,,,,
L_2012_DC_01_SBE_037,Saba,open,14.87,9,1.6,0,,,,,,,,,,,
L_2012_DC_01_SBW_048,Saba,open,15.42,9,2.7778,0,,,,,,,,,,,
L_2012_DC_01_SBE_039,Saba,open,15.89,7,1,0,,,,,,,,,,,
L_2012_DC_01_SBE_036,Saba,open,16.53,9,3,0,,,,,,,,,,,
L_2012_DC_01_SBE_034,Saba,open,16.63,9,2.2,0,,,,,,,,,,,
L_2012_DC_01_SBE_040,Saba,open,17.92,9,1,0,,,,,,,,,,,
L_2012_DC_01_SBW_046,Saba,open,18.01,NA,NA,NA,,,,,,,,,,,
L_2012_DC_01_SBW_026,Saba,open,18.47,NA,NA,NA,,,,,,,,,,,
L_2012_DC_01_SBE_038,Saba,open,18.93,10,1,0,,,,,,,,,,,
L_2012_DC_01_SBE_022,Saba,open,19.12,NA,NA,NA,,,,,,,,,,,
L_2012_DC_01_SBE_024,Saba,open,22.17,9,0.6,40,,,,,,,,,,,
L_2012_DC_01_SBE_028,Saba,open,22.17,9,1,0,,,,,,,,,,,
L_2012_DC_01_SBW_034,Saba,open,23.09,10,3,100,,,,,,,,,,,
L_2012_DC_01_SBW_037,Saba,open,23.09,9,3.5333,0,,,,,,,,,,,
L_2012_DC_01_SBW_040,Saba,open,24.94,9,1,0,,,,,,,,,,,
L_2012_DC_01_SBW_042,Saba,open,24.94,9,3,0,,,,,,,,,,,
L_2012_DC_01_SBW_043,Saba,open,24.94,10,NA,NA,,,,,,,,,,,
L_2012_DC_01_SBE_030,Saba,open,25.68,10,4.0625,0,,,,,,,,,,,
L_2012_DC_01_SBE_026,Saba,open,25.86,9,1.7,0,,,,,,,,,,,
L_2012_DC_01_SBE_029,Saba,open,27.71,10,1.8,0,,,,,,,,,,,
L_2012_DC_01_SBW_036,Saba,open,27.71,9,2.9167,0,,,,,,,,,,,
L_2012_DC_01_SBW_039,Saba,open,27.71,10,2,100,,,,,,,,,,,
L_2012_DC_01_SBE_025,Saba,open,28.36,9,3,0,,,,,,,,,,,
L_2012_DC_01_SBE_023,Saba,open,28.63,9,3,50,,,,,,,,,,,
L_2012_DC_01_SBW_035,Saba,open,29.28,10,3,0,,,,,,,,,,,
L_2012_DC_01_SBW_038,Saba,open,30.02,10,2.9,0,,,,,,,,,,,
L_2012_DC_01_SBE_027,Saba,open,30.3,10,1,0,,,,,,,,,,,
L_2012_DC_01_SBW_041,Saba,open,30.48,9,2.2,0,,,,,,,,,,,
L_2012_DC_01_SBW_044,Saba,open,30.48,9,2.7,0,,,,,,,,,,,
L_2012_DC_01_SBE_031,Saba,open,30.76,10,NA,NA,,,,,,,,,,,
FP_2017_JM_02_JMOR_032,Sandals Boscobel,closed,6.1,9,1.6,18,,,,,,,,,,,
FP_2017_JM_02_JMOR_031,Sandals Boscobel,closed,7.2,9,1.4286,0,,,,,,,,,,,
FP_2017_JM_02_JMOR_029,Sandals Boscobel,closed,8.1,10,2,91,,,,,,,,,,,
FP_2017_JM_02_JMOR_030,Sandals Boscobel,closed,10.8,9,1.0625,0,,,,,,,,,,,
FP_2017_JM_02_JMOR_008,Sandals Boscobel,open,7.2,10,2,40,,,,,,,,,,,
FP_2017_JM_02_JMOR_010,Sandals Boscobel,open,8.4,NA,NA,NA,,,,,,,,,,,
FP_2017_JM_02_JMOR_012,Sandals Boscobel,open,12.4,NA,NA,0,,,,,,,,,,,
FP_2017_JM_02_JMOR_011,Sandals Boscobel,open,12.9,9,1.5333,56,,,,,,,,,,,
FP_2017_JM_02_JMOR_007,Sandals Boscobel,open,13.6,7,2,20,,,,,,,,,,,
FP_2017_JM_02_JMOR_004,Sandals Boscobel,open,14,9,2,62,,,,,,,,,,,
FP_2017_JM_02_JMOR_026,Sandals Boscobel,open,14.5,9,1.375,11,,,,,,,,,,,
FP_2017_JM_02_JMOR_009,Sandals Boscobel,open,15.3,NA,NA,NA,,,,,,,,,,,
FP_2017_JM_02_JMOR_024,Sandals Boscobel,open,15.4,10,2.1333,93,,,,,,,,,,,
FP_2017_JM_02_JMOR_005,Sandals Boscobel,open,16.5,9,0.5,10,,,,,,,,,,,
FP_2017_JM_02_JMOR_020,Sandals Boscobel,open,17.2,9,2.25,100,,,,,,,,,,,
FP_2017_JM_02_JMOR_001,Sandals Boscobel,open,17.5,7,1.3636,18,,,,,,,,,,,
FP_2017_JM_02_JMOR_022,Sandals Boscobel,open,18.9,NA,NA,NA,,,,,,,,,,,
FP_2017_JM_02_JMOR_006,Sandals Boscobel,open,19.1,9,0.3333,0,,,,,,,,,,,
FP_2017_JM_02_JMOR_025,Sandals Boscobel,open,19.1,9,0.6667,0,,,,,,,,,,,
FP_2017_JM_02_JMOR_023,Sandals Boscobel,open,20,9,0.5,0,,,,,,,,,,,
FP_2017_JM_02_JMOR_027,Sandals Boscobel,open,20.2,NA,NA,NA,,,,,,,,,,,
FP_2017_JM_02_JMOR_021,Sandals Boscobel,open,22.1,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_SDC_001,Santo Domingo,closed,11.6,7,2.8,0,,,,,,,,,,,
FP_2017_DR_01_SDC_034,Santo Domingo,closed,16.7,10,2.6,30,,,,,,,,,,,
FP_2017_DR_01_SDC_015,Santo Domingo,closed,18,10,2.5,10,,,,,,,,,,,
FP_2017_DR_01_SDC_033,Santo Domingo,closed,18,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_SDC_016,Santo Domingo,closed,18.2,9,1.7895,16,,,,,,,,,,,
FP_2017_DR_01_SDC_043,Santo Domingo,closed,18.4,10,3,56,,,,,,,,,,,
FP_2017_DR_01_SDC_036,Santo Domingo,closed,18.6,10,4.1111,99,,,,,,,,,,,
FP_2017_DR_01_SDC_032,Santo Domingo,closed,19,10,3.5,55,,,,,,,,,,,
FP_2017_DR_01_SDC_018,Santo Domingo,closed,19.1,10,1.8,20,,,,,,,,,,,
FP_2017_DR_01_SDC_017,Santo Domingo,closed,19.6,9,2.5,71,,,,,,,,,,,
FP_2017_DR_01_SDC_012,Santo Domingo,closed,20.2,9,2.7857,0,,,,,,,,,,,
FP_2017_DR_01_SDC_026,Santo Domingo,closed,20.5,10,2.7,10,,,,,,,,,,,
FP_2017_DR_01_SDC_021,Santo Domingo,closed,20.7,10,4.6,100,,,,,,,,,,,
FP_2017_DR_01_SDC_039,Santo Domingo,closed,20.8,9,2.3,10,,,,,,,,,,,
FP_2017_DR_01_SDC_009,Santo Domingo,closed,21,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_SDC_038,Santo Domingo,closed,21.2,9,2.5385,0,,,,,,,,,,,
FP_2017_DR_01_SDC_041,Santo Domingo,closed,21.2,10,0,0,,,,,,,,,,,
FP_2017_DR_01_SDC_007,Santo Domingo,closed,21.4,10,0,0,,,,,,,,,,,
FP_2017_DR_01_SDC_022,Santo Domingo,closed,21.4,9,1.7333,33,,,,,,,,,,,
FP_2017_DR_01_SDC_011,Santo Domingo,closed,21.6,10,2.7,0,,,,,,,,,,,
FP_2017_DR_01_SDC_037,Santo Domingo,closed,21.6,10,0.1818,0,,,,,,,,,,,
FP_2017_DR_01_SDC_010,Santo Domingo,closed,21.7,10,2.4167,9,,,,,,,,,,,
FP_2017_DR_01_SDC_027,Santo Domingo,closed,21.7,10,3.8667,64,,,,,,,,,,,
FP_2017_DR_01_SDC_046,Santo Domingo,closed,21.8,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_SDC_008,Santo Domingo,closed,22,10,2.5556,87,,,,,,,,,,,
FP_2017_DR_01_SDC_019,Santo Domingo,closed,22,10,2.2667,0,,,,,,,,,,,
FP_2017_DR_01_SDC_035,Santo Domingo,closed,22,10,1.2,0,,,,,,,,,,,
FP_2017_DR_01_SDC_003,Santo Domingo,closed,22.3,10,NA,100,,,,,,,,,,,
FP_2017_DR_01_SDC_024,Santo Domingo,closed,22.3,10,3.1,20,,,,,,,,,,,
FP_2017_DR_01_SDC_025,Santo Domingo,closed,22.3,10,3.75,33,,,,,,,,,,,
FP_2017_DR_01_SDC_029,Santo Domingo,closed,22.3,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_SDC_004,Santo Domingo,closed,22.4,10,1.8,0,,,,,,,,,,,
FP_2017_DR_01_SDC_023,Santo Domingo,closed,22.4,10,2.4667,23,,,,,,,,,,,
FP_2017_DR_01_SDC_040,Santo Domingo,closed,22.4,10,3.4167,60,,,,,,,,,,,
FP_2017_DR_01_SDC_028,Santo Domingo,closed,23.9,10,2.5714,100,,,,,,,,,,,
FP_2017_DR_01_SDC_006,Santo Domingo,closed,24,10,2.0909,0,,,,,,,,,,,
FP_2017_DR_01_SDC_030,Santo Domingo,closed,24,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_SDC_014,Santo Domingo,closed,24.4,10,1.75,100,,,,,,,,,,,
FP_2017_DR_01_SDC_002,Santo Domingo,closed,24.8,9,0.4,0,,,,,,,,,,,
FP_2017_DR_01_SDC_020,Santo Domingo,closed,25,10,1.9091,0,,,,,,,,,,,
FP_2017_DR_01_BCH_040,Santo Domingo,open,4.3,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_BCH_037,Santo Domingo,open,5.8,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_BCH_030,Santo Domingo,open,7.9,7,1.4667,19,,,,,,,,,,,
FP_2017_DR_01_BCH_038,Santo Domingo,open,9,7,1,0,,,,,,,,,,,
FP_2017_DR_01_BCH_036,Santo Domingo,open,9.9,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_BCH_002,Santo Domingo,open,10.3,9,1.7,10,,,,,,,,,,,
FP_2017_DR_01_BCH_018,Santo Domingo,open,10.5,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_BCH_020,Santo Domingo,open,10.5,9,0.6,0,,,,,,,,,,,
FP_2017_DR_01_BCH_026,Santo Domingo,open,10.5,9,0.6,0,,,,,,,,,,,
FP_2017_DR_01_BCH_022,Santo Domingo,open,10.7,9,1,27,,,,,,,,,,,
FP_2017_DR_01_BCH_028,Santo Domingo,open,10.7,9,0.2,0,,,,,,,,,,,
FP_2017_DR_01_BCH_029,Santo Domingo,open,10.7,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_BCH_021,Santo Domingo,open,10.9,7,0.375,33,,,,,,,,,,,
FP_2017_DR_01_BCH_013,Santo Domingo,open,11,5,0,0,,,,,,,,,,,
FP_2017_DR_01_BCH_027,Santo Domingo,open,11,9,0,0,,,,,,,,,,,
FP_2017_DR_01_BCH_041,Santo Domingo,open,11,7,0,0,,,,,,,,,,,
FP_2017_DR_01_BCH_042,Santo Domingo,open,11.2,9,0.3,0,,,,,,,,,,,
FP_2017_DR_01_BCH_045,Santo Domingo,open,11.3,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_BCH_012,Santo Domingo,open,11.4,9,0.3,20,,,,,,,,,,,
FP_2017_DR_01_BCH_017,Santo Domingo,open,11.4,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_BCH_003,Santo Domingo,open,11.7,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_BCH_004,Santo Domingo,open,11.7,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_BCH_019,Santo Domingo,open,11.7,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_BCH_025,Santo Domingo,open,11.7,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_BCH_009,Santo Domingo,open,11.8,9,0,0,,,,,,,,,,,
FP_2017_DR_01_BCH_044,Santo Domingo,open,11.8,9,0,0,,,,,,,,,,,
FP_2017_DR_01_BCH_014,Santo Domingo,open,12,7,0.25,0,,,,,,,,,,,
FP_2017_DR_01_BCH_023,Santo Domingo,open,12,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_BCH_033,Santo Domingo,open,12.5,7,1,50,,,,,,,,,,,
FP_2017_DR_01_BCH_016,Santo Domingo,open,12.6,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_BCH_034,Santo Domingo,open,12.7,9,1.1,0,,,,,,,,,,,
FP_2017_DR_01_BCH_024,Santo Domingo,open,12.8,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_BCH_005,Santo Domingo,open,12.9,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_BCH_008,Santo Domingo,open,12.9,9,0.7,0,,,,,,,,,,,
FP_2017_DR_01_BCH_011,Santo Domingo,open,13.1,9,0.3333,0,,,,,,,,,,,
FP_2017_DR_01_BCH_015,Santo Domingo,open,13.1,7,0,0,,,,,,,,,,,
FP_2017_DR_01_BCH_039,Santo Domingo,open,13.1,7,1.4667,0,,,,,,,,,,,
FP_2017_DR_01_BCH_032,Santo Domingo,open,13.6,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_BCH_035,Santo Domingo,open,14.4,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_BCH_031,Santo Domingo,open,16.1,7,1.6667,62,,,,,,,,,,,
FP_2017_DR_01_BCH_006,Santo Domingo,open,16.3,10,0.4,10,,,,,,,,,,,
FP_2017_DR_01_BCH_010,Santo Domingo,open,17,7,0.2,0,,,,,,,,,,,
FP_2017_DR_01_BCH_007,Santo Domingo,open,18,NA,NA,NA,,,,,,,,,,,
FP_2017_DR_01_BCH_001,Santo Domingo,open,22,10,0,0,,,,,,,,,,,
FP_2015_MY_01_SSS_019,Sipadan,closed,3.1,10,3,87,,,,,,,,,,,
FP_2015_MY_01_SSS_016,Sipadan,closed,3.4,10,3.0588,82,,,,,,,,,,,
FP_2015_MY_01_SSS_020,Sipadan,closed,4.2,10,1.9286,38,,,,,,,,,,,
FP_2015_MY_01_SSS_002,Sipadan,closed,4.5,10,3.5625,46,,,,,,,,,,,
FP_2015_MY_01_SSS_011,Sipadan,closed,4.5,10,1.9231,53,,,,,,,,,,,
FP_2015_MY_01_SSS_006,Sipadan,closed,5,10,3.3846,61,,,,,,,,,,,
FP_2015_MY_01_SSS_014,Sipadan,closed,5.2,9,2.5625,41,,,,,,,,,,,
FP_2015_MY_01_SSS_007,Sipadan,closed,5.6,10,3.1765,58,,,,,,,,,,,
FP_2015_MY_01_SSS_009,Sipadan,closed,5.7,10,2.5333,50,,,,,,,,,,,
FP_2015_MY_01_SSS_004,Sipadan,closed,8.3,9,1.6667,28,,,,,,,,,,,
