"","modname","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","log_Grav_Total_plus_min","mixed_management"
"Shark","mixed_management",15337.3576398623,15446.7374489,0.10283,NA,15.37,0,0,0,1,1,0,1
